crop,Location,Year,Plot,Trt,Herbicide,Rate (oz/A),GPA,species,dens,densitym,control
corn,Janesville,2018,301,7,Acuron Flexi,2.25,5,pigweed,0,0,99
corn,Janesville,2018,406,7,Acuron Flexi,2.25,5,pigweed,0,0,99
corn,Janesville,2018,112,12,Anthem Maxx,4,5,giant ragweed,0.5,4,95
corn,Janesville,2018,216,12,Anthem Maxx,4,5,giant ragweed,0.5,4,90
corn,Janesville,2018,303,12,Anthem Maxx,4,5,giant ragweed,0.5,4,90
corn,Janesville,2018,412,12,Anthem Maxx,4,5,giant ragweed,0.5,4,85
corn,Janesville,2018,112,12,Anthem Maxx,4,5,lambs,1,8,95
corn,Janesville,2018,216,12,Anthem Maxx,4,5,lambs,1,8,90
corn,Janesville,2018,303,12,Anthem Maxx,4,5,lambs,0,0,99
corn,Janesville,2018,412,12,Anthem Maxx,4,5,lambs,0.5,4,90
corn,Janesville,2018,112,12,Anthem Maxx,4,5,velvetleaf,0,0,99
corn,Janesville,2018,216,12,Anthem Maxx,4,5,velvetleaf,0,0,99
corn,Janesville,2018,303,12,Anthem Maxx,4,5,velvetleaf,0,0,99
corn,Janesville,2018,412,12,Anthem Maxx,4,5,velvetleaf,0.5,4,85
corn,Janesville,2018,112,12,Anthem Maxx,4,5,grass,0,0,99
corn,Janesville,2018,216,12,Anthem Maxx,4,5,grass,0,0,99
corn,Janesville,2018,303,12,Anthem Maxx,4,5,grass,0,0,99
corn,Janesville,2018,412,12,Anthem Maxx,4,5,grass,0,0,99
corn,Janesville,2018,112,12,Anthem Maxx,4,5,pigweed,0,0,99
corn,Janesville,2018,216,12,Anthem Maxx,4,5,pigweed,0,0,99
corn,Janesville,2018,303,12,Anthem Maxx,4,5,pigweed,0,0,99
corn,Janesville,2018,412,12,Anthem Maxx,4,5,pigweed,0,0,99
corn,Arlington,2019,110,10,Acuron Flexi,2.25,17.5,common ragweed,0,0,99
corn,Arlington,2019,208,10,Acuron Flexi,2.25,17.5,common ragweed,0,0,99
corn,Arlington,2019,301,10,Acuron Flexi,2.25,17.5,common ragweed,0,0,99
corn,Arlington,2019,403,10,Acuron Flexi,2.25,17.5,common ragweed,0,0,99
corn,Arlington,2019,102,2,Resicore,1.75,5,velvetleaf,0,0,99
corn,Arlington,2019,207,2,Resicore,1.75,5,velvetleaf,0,0,99
corn,Arlington,2019,305,2,Resicore,1.75,5,velvetleaf,0,0,99
corn,Arlington,2019,410,2,Resicore,1.75,5,velvetleaf,0,0,99
corn,Arlington,2019,102,2,Resicore,1.75,5,lambs,0,0,99
corn,Arlington,2019,207,2,Resicore,1.75,5,lambs,0,0,99
corn,Arlington,2019,305,2,Resicore,1.75,5,lambs,0,0,99
corn,Arlington,2019,410,2,Resicore,1.75,5,lambs,0,0,99
corn,Arlington,2019,102,2,Resicore,1.75,5,grass,1,5.4,99
corn,Arlington,2019,207,2,Resicore,1.75,5,grass,0,0,99
corn,Arlington,2019,305,2,Resicore,1.75,5,grass,0,0,99
corn,Arlington,2019,410,2,Resicore,1.75,5,grass,2,10.8,90
corn,Arlington,2019,111,11,Anthem Maxx,4,2.5,common ragweed,0,0,99
corn,Arlington,2019,206,11,Anthem Maxx,4,2.5,common ragweed,0,0,99
corn,Arlington,2019,316,11,Anthem Maxx,4,2.5,common ragweed,0,0,99
corn,Arlington,2019,401,11,Anthem Maxx,4,2.5,common ragweed,0,0,99
corn,Arlington,2019,107,7,Acuron Flexi,2.25,5,velvetleaf,0,0,99
corn,Arlington,2019,203,7,Acuron Flexi,2.25,5,velvetleaf,0,0,99
corn,Arlington,2019,309,7,Acuron Flexi,2.25,5,velvetleaf,0,0,99
corn,Arlington,2019,411,7,Acuron Flexi,2.25,5,velvetleaf,0,0,99
corn,Arlington,2019,107,7,Acuron Flexi,2.25,5,lambs,0,0,99
corn,Arlington,2019,203,7,Acuron Flexi,2.25,5,lambs,0,0,99
corn,Arlington,2019,309,7,Acuron Flexi,2.25,5,lambs,0,0,99
corn,Arlington,2019,411,7,Acuron Flexi,2.25,5,lambs,0,0,99
corn,Arlington,2019,107,7,Acuron Flexi,2.25,5,grass,0,0,99
corn,Arlington,2019,203,7,Acuron Flexi,2.25,5,grass,0,0,99
corn,Arlington,2019,309,7,Acuron Flexi,2.25,5,grass,0,0,99
corn,Arlington,2019,411,7,Acuron Flexi,2.25,5,grass,1,5.4,98
corn,Arlington,2019,112,12,Anthem Maxx,4,5,common ragweed,0,0,99
corn,Arlington,2019,216,12,Anthem Maxx,4,5,common ragweed,0,0,99
corn,Arlington,2019,308,12,Anthem Maxx,4,5,common ragweed,0,0,99
corn,Arlington,2019,404,12,Anthem Maxx,4,5,common ragweed,0,0,99
corn,Arlington,2019,112,12,Anthem Maxx,4,5,velvetleaf,1,5.4,98
corn,Arlington,2019,216,12,Anthem Maxx,4,5,velvetleaf,2,10.8,95
corn,Arlington,2019,308,12,Anthem Maxx,4,5,velvetleaf,1,5.4,99
corn,Arlington,2019,404,12,Anthem Maxx,4,5,velvetleaf,3,16.1,80
corn,Arlington,2019,112,12,Anthem Maxx,4,5,lambs,0,0,99
corn,Arlington,2019,216,12,Anthem Maxx,4,5,lambs,0,0,99
corn,Arlington,2019,308,12,Anthem Maxx,4,5,lambs,0,0,99
corn,Arlington,2019,404,12,Anthem Maxx,4,5,lambs,2,10.8,99
corn,Arlington,2019,112,12,Anthem Maxx,4,5,grass,0,0,99
corn,Arlington,2019,216,12,Anthem Maxx,4,5,grass,0,0,99
corn,Arlington,2019,308,12,Anthem Maxx,4,5,grass,0,0,99
corn,Arlington,2019,404,12,Anthem Maxx,4,5,grass,2,10.8,97
soybean,Arlington,2018,103,3,Canopy DF,2.25,10,common ragweed,2,16,88
soybean,Arlington,2018,216,3,Canopy DF,2.25,10,common ragweed,0,0,99
soybean,Arlington,2018,301,3,Canopy DF,2.25,10,common ragweed,2,16,85
soybean,Arlington,2018,409,3,Canopy DF,2.25,10,common ragweed,0.5,4,80
soybean,Arlington,2018,103,3,Canopy DF,2.25,10,lambs,0,0,99
soybean,Arlington,2018,216,3,Canopy DF,2.25,10,lambs,0.5,4,95
soybean,Arlington,2018,301,3,Canopy DF,2.25,10,lambs,0,0,90
soybean,Arlington,2018,409,3,Canopy DF,2.25,10,lambs,0,0,95
soybean,Arlington,2018,103,3,Canopy DF,2.25,10,velvetleaf,1,8,90
soybean,Arlington,2018,216,3,Canopy DF,2.25,10,velvetleaf,0.5,4,95
soybean,Arlington,2018,301,3,Canopy DF,2.25,10,velvetleaf,1,8,85
soybean,Arlington,2018,409,3,Canopy DF,2.25,10,velvetleaf,0,0,85
soybean,Arlington,2018,103,3,Canopy DF,2.25,10,grass,1.5,12,88
soybean,Arlington,2018,216,3,Canopy DF,2.25,10,grass,2,16,90
soybean,Arlington,2018,301,3,Canopy DF,2.25,10,grass,4,32,75
soybean,Arlington,2018,409,3,Canopy DF,2.25,10,grass,6,48,75
soybean,Arlington,2018,103,3,Canopy DF,2.25,10,smartweed,0,0,99
soybean,Arlington,2018,216,3,Canopy DF,2.25,10,smartweed,0,0,99
soybean,Arlington,2018,301,3,Canopy DF,2.25,10,smartweed,0,0,99
soybean,Arlington,2018,409,3,Canopy DF,2.25,10,smartweed,0,0,99
soybean,Arlington,2018,103,3,Canopy DF,2.25,10,eb nightshade,0.5,4,99
soybean,Arlington,2018,216,3,Canopy DF,2.25,10,eb nightshade,0.5,4,99
soybean,Arlington,2018,301,3,Canopy DF,2.25,10,eb nightshade,0,0,99
soybean,Arlington,2018,409,3,Canopy DF,2.25,10,eb nightshade,0,0,99
soybean,Arlington,2018,108,8,Verdict,5,10,common ragweed,0.5,4,85
soybean,Arlington,2018,213,8,Verdict,5,10,common ragweed,1.5,12,85
soybean,Arlington,2018,315,8,Verdict,5,10,common ragweed,0,0,95
soybean,Arlington,2018,411,8,Verdict,5,10,common ragweed,0,0,88
soybean,Arlington,2018,108,8,Verdict,5,10,lambs,1,8,80
soybean,Arlington,2018,213,8,Verdict,5,10,lambs,2,16,90
soybean,Arlington,2018,315,8,Verdict,5,10,lambs,0,0,95
soybean,Arlington,2018,411,8,Verdict,5,10,lambs,0,0,88
soybean,Arlington,2018,108,8,Verdict,5,10,velvetleaf,1,8,85
soybean,Arlington,2018,213,8,Verdict,5,10,velvetleaf,0.5,4,90
soybean,Arlington,2018,315,8,Verdict,5,10,velvetleaf,0.5,4,92
soybean,Arlington,2018,411,8,Verdict,5,10,velvetleaf,0.5,4,95
soybean,Arlington,2018,108,8,Verdict,5,10,grass,1,8,95
soybean,Arlington,2018,213,8,Verdict,5,10,grass,0,0,90
soybean,Arlington,2018,315,8,Verdict,5,10,grass,4,32,85
soybean,Arlington,2018,411,8,Verdict,5,10,grass,9,72,80
soybean,Arlington,2018,108,8,Verdict,5,10,smartweed,0,0,99
soybean,Arlington,2018,213,8,Verdict,5,10,smartweed,1,8,99
soybean,Arlington,2018,315,8,Verdict,5,10,smartweed,0,0,99
soybean,Arlington,2018,411,8,Verdict,5,10,smartweed,0,0,99
soybean,Arlington,2018,108,8,Verdict,5,10,eb nightshade,0,0,99
soybean,Arlington,2018,213,8,Verdict,5,10,eb nightshade,0,0,99
soybean,Arlington,2018,315,8,Verdict,5,10,eb nightshade,0,0,99
soybean,Arlington,2018,411,8,Verdict,5,10,eb nightshade,0,0,99
soybean,Arlington,2018,113,13,Fierce,4,10,common ragweed,0,0,99
soybean,Arlington,2018,209,13,Fierce,4,10,common ragweed,1,8,90
soybean,Arlington,2018,306,13,Fierce,4,10,common ragweed,1,8,90
soybean,Arlington,2018,410,13,Fierce,4,10,common ragweed,0,0,95
soybean,Arlington,2018,113,13,Fierce,4,10,lambs,1.5,12,99
soybean,Arlington,2018,209,13,Fierce,4,10,lambs,0.5,4,90
soybean,Arlington,2018,306,13,Fierce,4,10,lambs,0,0,95
soybean,Arlington,2018,410,13,Fierce,4,10,lambs,0.5,4,95
soybean,Arlington,2018,113,13,Fierce,4,10,velvetleaf,0,0,99
soybean,Arlington,2018,209,13,Fierce,4,10,velvetleaf,1,8,90
soybean,Arlington,2018,306,13,Fierce,4,10,velvetleaf,0,0,95
soybean,Arlington,2018,410,13,Fierce,4,10,velvetleaf,0,0,98
soybean,Arlington,2018,113,13,Fierce,4,10,grass,0.5,4,99
soybean,Arlington,2018,209,13,Fierce,4,10,grass,3,24,90
soybean,Arlington,2018,306,13,Fierce,4,10,grass,0.5,4,95
soybean,Arlington,2018,410,13,Fierce,4,10,grass,4.5,36,90
soybean,Arlington,2018,113,13,Fierce,4,10,smartweed,0,0,99
soybean,Arlington,2018,209,13,Fierce,4,10,smartweed,0,0,99
soybean,Arlington,2018,306,13,Fierce,4,10,smartweed,0,0,99
soybean,Arlington,2018,410,13,Fierce,4,10,smartweed,0,0,99
soybean,Arlington,2018,113,13,Fierce,4,10,eb nightshade,0,0,99
soybean,Arlington,2018,209,13,Fierce,4,10,eb nightshade,0,0,99
soybean,Arlington,2018,306,13,Fierce,4,10,eb nightshade,0,0,99
soybean,Arlington,2018,410,13,Fierce,4,10,eb nightshade,0,0,99
soybean,Janesville,2018,103,3,Canopy DF,2.25,10,giant ragweed,5,40,10
soybean,Janesville,2018,212,3,Canopy DF,2.25,10,giant ragweed,1,8,40
soybean,Janesville,2018,301,3,Canopy DF,2.25,10,giant ragweed,1.5,12,75
soybean,Janesville,2018,409,3,Canopy DF,2.25,10,giant ragweed,1,8,85
soybean,Janesville,2018,103,3,Canopy DF,2.25,10,lambs,0,0,99
soybean,Janesville,2018,212,3,Canopy DF,2.25,10,lambs,0,0,90
soybean,Janesville,2018,301,3,Canopy DF,2.25,10,lambs,0,0,99
soybean,Janesville,2018,409,3,Canopy DF,2.25,10,lambs,0,0,99
soybean,Janesville,2018,103,3,Canopy DF,2.25,10,velvetleaf,0,0,99
soybean,Janesville,2018,212,3,Canopy DF,2.25,10,velvetleaf,0,0,90
soybean,Janesville,2018,301,3,Canopy DF,2.25,10,velvetleaf,0,0,99
soybean,Janesville,2018,409,3,Canopy DF,2.25,10,velvetleaf,0,0,99
soybean,Janesville,2018,103,3,Canopy DF,2.25,10,grass,1,8,90
soybean,Janesville,2018,212,3,Canopy DF,2.25,10,grass,0,0,90
soybean,Janesville,2018,301,3,Canopy DF,2.25,10,grass,3,24,70
soybean,Janesville,2018,409,3,Canopy DF,2.25,10,grass,0,0,90
soybean,Janesville,2018,103,3,Canopy DF,2.25,10,pigweed,0,0,99
soybean,Janesville,2018,212,3,Canopy DF,2.25,10,pigweed,0,0,99
soybean,Janesville,2018,301,3,Canopy DF,2.25,10,pigweed,0,0,99
soybean,Janesville,2018,409,3,Canopy DF,2.25,10,pigweed,0,0,99
soybean,Janesville,2018,108,8,Verdict,5,10,giant ragweed,1,8,90
soybean,Janesville,2018,205,8,Verdict,5,10,giant ragweed,3,24,10
soybean,Janesville,2018,313,8,Verdict,5,10,giant ragweed,2,16,40
soybean,Janesville,2018,416,8,Verdict,5,10,giant ragweed,4,32,20
soybean,Janesville,2018,108,8,Verdict,5,10,lambs,0,0,95
soybean,Janesville,2018,205,8,Verdict,5,10,lambs,0,0,99
soybean,Janesville,2018,313,8,Verdict,5,10,lambs,0,0,99
soybean,Janesville,2018,416,8,Verdict,5,10,lambs,0,0,99
soybean,Janesville,2018,108,8,Verdict,5,10,velvetleaf,0,0,99
soybean,Janesville,2018,205,8,Verdict,5,10,velvetleaf,0,0,99
soybean,Janesville,2018,313,8,Verdict,5,10,velvetleaf,0,0,99
soybean,Janesville,2018,416,8,Verdict,5,10,velvetleaf,0,0,99
soybean,Janesville,2018,108,8,Verdict,5,10,grass,0.5,4,95
soybean,Janesville,2018,205,8,Verdict,5,10,grass,0,0,99
soybean,Janesville,2018,313,8,Verdict,5,10,grass,0,0,99
soybean,Janesville,2018,416,8,Verdict,5,10,grass,0,0,99
soybean,Janesville,2018,108,8,Verdict,5,10,pigweed,0,0,99
soybean,Janesville,2018,205,8,Verdict,5,10,pigweed,0,0,99
soybean,Janesville,2018,313,8,Verdict,5,10,pigweed,0,0,99
soybean,Janesville,2018,416,8,Verdict,5,10,pigweed,0,0,99
soybean,Janesville,2018,113,13,Fierce,4,10,giant ragweed,3,24,10
soybean,Janesville,2018,209,13,Fierce,4,10,giant ragweed,0.5,4,85
soybean,Janesville,2018,303,13,Fierce,4,10,giant ragweed,2,16,35
soybean,Janesville,2018,401,13,Fierce,4,10,giant ragweed,0.5,4,95
soybean,Janesville,2018,113,13,Fierce,4,10,lambs,0,0,99
soybean,Janesville,2018,209,13,Fierce,4,10,lambs,0,0,99
soybean,Janesville,2018,303,13,Fierce,4,10,lambs,0,0,99
soybean,Janesville,2018,401,13,Fierce,4,10,lambs,0,0,99
soybean,Janesville,2018,113,13,Fierce,4,10,velvetleaf,0,0,99
soybean,Janesville,2018,209,13,Fierce,4,10,velvetleaf,0,0,99
soybean,Janesville,2018,303,13,Fierce,4,10,velvetleaf,0,0,99
soybean,Janesville,2018,401,13,Fierce,4,10,velvetleaf,0,0,99
soybean,Janesville,2018,113,13,Fierce,4,10,grass,0,0,99
soybean,Janesville,2018,209,13,Fierce,4,10,grass,0,0,99
soybean,Janesville,2018,303,13,Fierce,4,10,grass,0,0,99
soybean,Janesville,2018,401,13,Fierce,4,10,grass,0,0,85
soybean,Janesville,2018,113,13,Fierce,4,10,pigweed,0,0,99
soybean,Janesville,2018,209,13,Fierce,4,10,pigweed,0,0,99
soybean,Janesville,2018,303,13,Fierce,4,10,pigweed,0,0,99
soybean,Janesville,2018,401,13,Fierce,4,10,pigweed,0,0,99
soybean,Arlington,2019,213,10,Verdict,5,17.5,common ragweed,2,10.8,97
soybean,Arlington,2019,103,3,Canopy DF,2.25,10,velvetleaf,0,0,99
soybean,Arlington,2019,103,3,Canopy DF,2.25,10,lambs,0,0,99
soybean,Arlington,2019,103,3,Canopy DF,2.25,10,grass,1,5.4,97
soybean,Arlington,2019,214,2,Canopy DF,2.25,5,common ragweed,0,0,93
soybean,Arlington,2019,209,3,Canopy DF,2.25,10,velvetleaf,0,0,99
soybean,Arlington,2019,209,3,Canopy DF,2.25,10,lambs,0,0,99
soybean,Arlington,2019,209,3,Canopy DF,2.25,10,grass,2,10.8,92
soybean,Arlington,2019,215,13,Fierce,4,10,common ragweed,0,0,94
soybean,Arlington,2019,301,3,Canopy DF,2.25,10,velvetleaf,0,0,99
soybean,Arlington,2019,301,3,Canopy DF,2.25,10,lambs,0,0,99
soybean,Arlington,2019,301,3,Canopy DF,2.25,10,grass,1,5.4,97
soybean,Arlington,2019,216,14,Fierce,4,15,common ragweed,1,5.4,91
soybean,Arlington,2019,415,3,Canopy DF,2.25,10,velvetleaf,1,5.4,95
soybean,Arlington,2019,415,3,Canopy DF,2.25,10,lambs,0,0,96
soybean,Arlington,2019,415,3,Canopy DF,2.25,10,grass,1,5.4,98
soybean,Arlington,2019,301,3,Canopy DF,2.25,10,common ragweed,0,0,88
soybean,Arlington,2019,108,8,Verdict,5,10,velvetleaf,0,0,99
soybean,Arlington,2019,108,8,Verdict,5,10,lambs,0,0,92
soybean,Arlington,2019,108,8,Verdict,5,10,grass,2,10.8,98
soybean,Arlington,2019,302,11,Fierce,4,2.5,common ragweed,2,10.8,90
soybean,Arlington,2019,201,8,Verdict,5,10,velvetleaf,0,0,99
soybean,Arlington,2019,201,8,Verdict,5,10,lambs,0,0,98
soybean,Arlington,2019,201,8,Verdict,5,10,grass,1,5.4,99
soybean,Arlington,2019,303,2,Canopy DF,2.25,5,common ragweed,2,10.8,99
soybean,Arlington,2019,307,8,Verdict,5,10,velvetleaf,0,0,99
soybean,Arlington,2019,307,8,Verdict,5,10,lambs,2,10.8,85
soybean,Arlington,2019,307,8,Verdict,5,10,grass,2,10.8,85
soybean,Arlington,2019,304,13,Fierce,4,10,common ragweed,2,10.8,85
soybean,Arlington,2019,404,8,Verdict,5,10,velvetleaf,0,0,96
soybean,Arlington,2019,404,8,Verdict,5,10,lambs,2,10.8,88
soybean,Arlington,2019,404,8,Verdict,5,10,grass,0,0,99
soybean,Arlington,2019,305,10,Verdict,5,17.5,common ragweed,0,0,98
soybean,Arlington,2019,113,13,Fierce,4,10,velvetleaf,0,0,99
soybean,Arlington,2019,113,13,Fierce,4,10,lambs,0,0,99
soybean,Arlington,2019,113,13,Fierce,4,10,grass,0,0,99
soybean,Arlington,2019,306,14,Fierce,4,15,common ragweed,0,0,99
soybean,Arlington,2019,215,13,Fierce,4,10,velvetleaf,0,0,99
soybean,Arlington,2019,215,13,Fierce,4,10,lambs,0,0,99
soybean,Arlington,2019,215,13,Fierce,4,10,grass,0,0,99
soybean,Arlington,2019,307,8,Verdict,5,10,common ragweed,0,0,99
soybean,Arlington,2019,304,13,Fierce,4,10,velvetleaf,0,0,99
soybean,Arlington,2019,304,13,Fierce,4,10,lambs,0,0,99
soybean,Arlington,2019,304,13,Fierce,4,10,grass,0,0,99
soybean,Arlington,2019,308,15,Fierce,4,17.5,common ragweed,0,0,99
soybean,Arlington,2019,402,13,Fierce,4,10,velvetleaf,0,0,99
soybean,Arlington,2019,402,13,Fierce,4,10,lambs,0,0,99
soybean,Arlington,2019,402,13,Fierce,4,10,grass,0,0,99
corn,Arlington,2018,103,3,Resicore,1.75,10,common ragweed,0,0,99
corn,Arlington,2018,206,3,Resicore,1.75,10,common ragweed,0,0,95
corn,Arlington,2018,316,3,Resicore,1.75,10,common ragweed,0,0,95
corn,Arlington,2018,411,3,Resicore,1.75,10,common ragweed,0,0,80
corn,Arlington,2018,103,3,Resicore,1.75,10,lambs,0,0,90
corn,Arlington,2018,206,3,Resicore,1.75,10,lambs,0,0,90
corn,Arlington,2018,316,3,Resicore,1.75,10,lambs,0.5,4,90
corn,Arlington,2018,411,3,Resicore,1.75,10,lambs,3.5,28,85
corn,Arlington,2018,103,3,Resicore,1.75,10,velvetleaf,0.5,4,85
corn,Arlington,2018,206,3,Resicore,1.75,10,velvetleaf,0,0,95
corn,Arlington,2018,316,3,Resicore,1.75,10,velvetleaf,0,0,90
corn,Arlington,2018,411,3,Resicore,1.75,10,velvetleaf,0,0,80
corn,Arlington,2018,103,3,Resicore,1.75,10,grass,6,48,80
corn,Arlington,2018,206,3,Resicore,1.75,10,grass,9,72,60
corn,Arlington,2018,316,3,Resicore,1.75,10,grass,7,56,80
corn,Arlington,2018,411,3,Resicore,1.75,10,grass,5,40,85
corn,Arlington,2018,108,8,Acuron Flexi,2.25,10,common ragweed,0,0,99
corn,Arlington,2018,212,8,Acuron Flexi,2.25,10,common ragweed,0,0,95
corn,Arlington,2018,305,8,Acuron Flexi,2.25,10,common ragweed,0,0,90
corn,Arlington,2018,407,8,Acuron Flexi,2.25,10,common ragweed,0,0,95
corn,Arlington,2018,108,8,Acuron Flexi,2.25,10,lambs,0,0,95
corn,Arlington,2018,212,8,Acuron Flexi,2.25,10,lambs,0,0,95
corn,Arlington,2018,305,8,Acuron Flexi,2.25,10,lambs,0,0,95
corn,Arlington,2018,407,8,Acuron Flexi,2.25,10,lambs,0,0,95
corn,Arlington,2018,108,8,Acuron Flexi,2.25,10,velvetleaf,0,0,90
corn,Arlington,2018,212,8,Acuron Flexi,2.25,10,velvetleaf,0,0,98
corn,Arlington,2018,305,8,Acuron Flexi,2.25,10,velvetleaf,0,0,90
corn,Arlington,2018,407,8,Acuron Flexi,2.25,10,velvetleaf,0,0,95
corn,Arlington,2018,108,8,Acuron Flexi,2.25,10,grass,8,64,80
corn,Arlington,2018,212,8,Acuron Flexi,2.25,10,grass,3,24,88
corn,Arlington,2018,305,8,Acuron Flexi,2.25,10,grass,3.5,28,80
corn,Arlington,2018,407,8,Acuron Flexi,2.25,10,grass,2,16,95
corn,Arlington,2018,113,13,Anthem Maxx,4,10,common ragweed,0,0,40
corn,Arlington,2018,208,13,Anthem Maxx,4,10,common ragweed,0,0,20
corn,Arlington,2018,301,13,Anthem Maxx,4,10,common ragweed,1.5,12,20
corn,Arlington,2018,416,13,Anthem Maxx,4,10,common ragweed,0,0,20
corn,Arlington,2018,113,13,Anthem Maxx,4,10,lambs,7,56,20
corn,Arlington,2018,208,13,Anthem Maxx,4,10,lambs,44.5,356,20
corn,Arlington,2018,301,13,Anthem Maxx,4,10,lambs,0,0,20
corn,Arlington,2018,416,13,Anthem Maxx,4,10,lambs,0,0,20
corn,Arlington,2018,113,13,Anthem Maxx,4,10,velvetleaf,0,0,50
corn,Arlington,2018,208,13,Anthem Maxx,4,10,velvetleaf,0,0,20
corn,Arlington,2018,301,13,Anthem Maxx,4,10,velvetleaf,1,8,20
corn,Arlington,2018,416,13,Anthem Maxx,4,10,velvetleaf,1.5,12,20
corn,Arlington,2018,113,13,Anthem Maxx,4,10,grass,4.5,36,20
corn,Arlington,2018,208,13,Anthem Maxx,4,10,grass,4.5,36,20
corn,Arlington,2018,301,13,Anthem Maxx,4,10,grass,4.5,36,20
corn,Arlington,2018,416,13,Anthem Maxx,4,10,grass,5.5,44,20
corn,Janesville,2018,103,3,Resicore,1.75,10,giant ragweed,0.5,4,95
corn,Janesville,2018,208,3,Resicore,1.75,10,giant ragweed,0,0,99
corn,Janesville,2018,313,3,Resicore,1.75,10,giant ragweed,0.5,4,92
corn,Janesville,2018,404,3,Resicore,1.75,10,giant ragweed,0.5,4,90
corn,Janesville,2018,103,3,Resicore,1.75,10,lambs,0,0,99
corn,Janesville,2018,208,3,Resicore,1.75,10,lambs,0,0,99
corn,Janesville,2018,313,3,Resicore,1.75,10,lambs,0,0,99
corn,Janesville,2018,404,3,Resicore,1.75,10,lambs,0,0,99
corn,Janesville,2018,103,3,Resicore,1.75,10,velvetleaf,0,0,99
corn,Janesville,2018,208,3,Resicore,1.75,10,velvetleaf,0,0,99
corn,Janesville,2018,313,3,Resicore,1.75,10,velvetleaf,0,0,99
corn,Janesville,2018,404,3,Resicore,1.75,10,velvetleaf,0,0,99
corn,Janesville,2018,103,3,Resicore,1.75,10,grass,0,0,98
corn,Janesville,2018,208,3,Resicore,1.75,10,grass,0,0,98
corn,Janesville,2018,313,3,Resicore,1.75,10,grass,0,0,96
corn,Janesville,2018,404,3,Resicore,1.75,10,grass,0,0,97
corn,Janesville,2018,103,3,Resicore,1.75,10,pigweed,0,0,99
corn,Janesville,2018,208,3,Resicore,1.75,10,pigweed,0,0,99
corn,Janesville,2018,313,3,Resicore,1.75,10,pigweed,0,0,99
corn,Janesville,2018,404,3,Resicore,1.75,10,pigweed,0,0,99
corn,Janesville,2018,108,8,Acuron Flexi,2.25,10,giant ragweed,0,0,99
corn,Janesville,2018,214,8,Acuron Flexi,2.25,10,giant ragweed,0,0,99
corn,Janesville,2018,305,8,Acuron Flexi,2.25,10,giant ragweed,0,0,99
corn,Janesville,2018,409,8,Acuron Flexi,2.25,10,giant ragweed,0.5,4,92
corn,Janesville,2018,108,8,Acuron Flexi,2.25,10,lambs,0,0,99
corn,Janesville,2018,214,8,Acuron Flexi,2.25,10,lambs,0,0,99
corn,Janesville,2018,305,8,Acuron Flexi,2.25,10,lambs,0,0,99
corn,Janesville,2018,409,8,Acuron Flexi,2.25,10,lambs,0,0,99
corn,Janesville,2018,108,8,Acuron Flexi,2.25,10,velvetleaf,0,0,99
corn,Janesville,2018,214,8,Acuron Flexi,2.25,10,velvetleaf,0,0,99
corn,Janesville,2018,305,8,Acuron Flexi,2.25,10,velvetleaf,0,0,99
corn,Janesville,2018,409,8,Acuron Flexi,2.25,10,velvetleaf,0,0,99
corn,Janesville,2018,108,8,Acuron Flexi,2.25,10,grass,0,0,99
corn,Janesville,2018,214,8,Acuron Flexi,2.25,10,grass,0,0,99
corn,Janesville,2018,305,8,Acuron Flexi,2.25,10,grass,0,0,99
corn,Janesville,2018,409,8,Acuron Flexi,2.25,10,grass,0,0,99
corn,Janesville,2018,108,8,Acuron Flexi,2.25,10,pigweed,0,0,99
corn,Janesville,2018,214,8,Acuron Flexi,2.25,10,pigweed,0,0,99
corn,Janesville,2018,305,8,Acuron Flexi,2.25,10,pigweed,0,0,99
corn,Janesville,2018,409,8,Acuron Flexi,2.25,10,pigweed,0,0,99
corn,Janesville,2018,113,13,Anthem Maxx,4,10,giant ragweed,1.5,12,70
corn,Janesville,2018,203,13,Anthem Maxx,4,10,giant ragweed,0.5,4,85
corn,Janesville,2018,308,13,Anthem Maxx,4,10,giant ragweed,4,32,50
corn,Janesville,2018,416,13,Anthem Maxx,4,10,giant ragweed,0.5,4,94
corn,Janesville,2018,113,13,Anthem Maxx,4,10,lambs,0,0,99
corn,Janesville,2018,203,13,Anthem Maxx,4,10,lambs,0.5,4,90
corn,Janesville,2018,308,13,Anthem Maxx,4,10,lambs,0,0,99
corn,Janesville,2018,416,13,Anthem Maxx,4,10,lambs,0,0,99
corn,Janesville,2018,113,13,Anthem Maxx,4,10,velvetleaf,0.5,4,90
corn,Janesville,2018,203,13,Anthem Maxx,4,10,velvetleaf,0,0,90
corn,Janesville,2018,308,13,Anthem Maxx,4,10,velvetleaf,0,0,99
corn,Janesville,2018,416,13,Anthem Maxx,4,10,velvetleaf,0,0,99
corn,Janesville,2018,113,13,Anthem Maxx,4,10,grass,0,0,99
corn,Janesville,2018,203,13,Anthem Maxx,4,10,grass,0,0,99
corn,Janesville,2018,308,13,Anthem Maxx,4,10,grass,0,0,99
corn,Janesville,2018,416,13,Anthem Maxx,4,10,grass,0,0,99
corn,Janesville,2018,113,13,Anthem Maxx,4,10,pigweed,0,0,99
corn,Janesville,2018,203,13,Anthem Maxx,4,10,pigweed,0,0,99
corn,Janesville,2018,308,13,Anthem Maxx,4,10,pigweed,0,0,99
corn,Janesville,2018,416,13,Anthem Maxx,4,10,pigweed,0,0,99
corn,Arlington,2019,113,13,Anthem Maxx,4,10,common ragweed,0,0,99
